land_size,turnover,existing_loans,experience,true_credit_score
9.9889628523367,969515.6859504419,289577.3968156337,28,563.0441216729246
23.817143353837988,2513433.687256063,304448.0883130813,7,597.3116764604689
18.567854603473723,1504225.5512271551,960843.331011905,35,537.4164612408957
15.367803620728878,1765801.6607971576,999059.9653899904,28,541.4755338982186
4.744447370618476,472825.55031298817,72013.89830037212,14,530.451936204994
4.7438684880688635,413973.3439047909,121450.47582697765,10,487.88342838118376
2.394006692036787,255240.66230051004,21604.595695278895,16,541.2808225149781
21.788227498598445,2621688.546910144,1317569.6325537828,16,552.3544863415187
15.426760281837012,1480798.7373158669,143781.91409375414,31,632.8124415648556
17.993741867105093,1946123.0148714154,1534999.3413672543,25,495.0954536148697
1.4940278630992587,159021.75067053316,99316.34418717424,13,420.4517380767634
24.277836451887865,2715794.1859251554,847846.0672672634,6,564.193599503567
20.97862337921012,2331577.4680552166,1079173.3026655738,9,527.6928695575119
6.096138656278628,850654.5021628086,620189.6151789753,36,496.21148949188694
5.363799212970415,562254.5750066214,249235.884328344,20,493.8342981369327
5.401708236482412,630348.996141606,87995.9565833446,18,551.2942020219914
8.301813831028905,884393.4599446813,267938.21674806596,21,537.7832015048018
13.594154359173707,1631659.65140252,1100580.3652450074,4,442.36320765134155
11.36668044741078,1080106.9740631115,556655.1770820937,33,539.1301964041855
7.989499364753006,942233.2285848603,490507.31005578575,27,514.5734276499863
15.684469473337106,1536641.0903714602,1065594.8103406155,7,443.7742059047001
4.347852655649004,442599.0545203636,316537.30399966665,6,392.6682729868138
8.011471564845236,842173.2427869542,619699.7542934722,15,431.5201182267684
9.7926842390486,1052320.0822229437,79849.36867435288,18,580.9169323684127
11.945679621208862,1237741.4384436675,538789.8402915283,32,558.4494972236505
19.844223073432325,2070334.5518978722,1226481.9582301085,11,497.3318586809839
5.792170771800634,756328.0164920005,457987.9835235697,20,469.1448254393578
13.341626521926678,1579375.1771170923,766586.0071569476,24,538.1004147694831
15.217949652689018,1750196.22770422,233528.45189384467,15,588.321875478781
2.1148099052799454,211030.29799976732,134623.9177035592,7,401.85392328932437
15.58107644563452,1392277.7047153788,802075.9636525754,21,503.4732948262238
5.092578968494997,634232.0498215964,43704.05356200802,26,589.587558545018
2.5612382316467084,317780.29123075254,117911.69692856606,14,480.5016397013299
23.77325289408,2976477.8754728567,414271.90440716024,37,702.2227310954257
24.175168793789425,2240496.8756641718,604893.0132226307,21,598.6235477124914
20.401536354795066,2005906.45691658,29015.18368279077,18,631.3432835237535
8.310730460160897,636693.3814893172,203909.90210369523,5,476.41495631385135
3.344130736153213,320725.9532828681,141087.83978085927,3,433.84873074632105
17.421592636291766,2048586.945659023,1015415.049138512,23,551.8102629740271
11.563659849750431,1127450.076671915,598441.7923891516,26,516.939547846283
3.928917636274692,504637.649073101,337619.26574742567,37,497.37889586653046
12.884245842670484,1299607.2514950268,224013.72537899145,24,589.5102248956842
1.8253245067652415,229405.0892045591,22111.31457921967,19,546.8991119780275
22.82368964989077,1939450.683564008,1321211.4800940754,25,516.3320798388922
7.210719558400406,772288.2775155761,96760.19284024827,21,568.833480717799
16.900534824495566,955776.5178344211,745322.2370108047,12,418.2694476995856
8.481065826145862,890330.4033142028,600109.9212704983,33,499.80709942878616
13.48163250826746,1026441.634531791,411296.48163844465,4,472.91740843893575
14.121046704238712,1681553.2438220717,1320249.9045072892,7,431.2347017653588
5.436506932612649,651046.4002027896,50717.415159430675,22,576.4615793508309
24.270031066349404,2662894.895086149,645625.814646861,33,657.0252740154297
19.60318776066675,2441567.3359089047,1246614.3077941798,17,546.5467870298584
23.547974597540538,2067621.5278405065,578945.3889177481,24,598.7037621579117
22.47585641026357,2904687.906020293,2157306.0192158413,34,569.647907923885
15.349599491466044,1805591.4565574063,94795.12331292032,28,645.7234841538454
23.124981640554804,2308443.113946766,1014628.7683536087,39,621.4318314281163
3.123820049246068,409594.09968607454,193612.26946285865,22,487.84516120422467
5.703588698059485,509711.2221940356,266162.2797847269,17,466.95194908340557
2.0854549338529136,250753.18649244908,51287.29614315408,34,571.1235317266077
8.807927938318343,812386.5774373886,236935.09784115083,6,492.1648346943172
10.328254952547567,962874.2457582654,649886.6029296794,6,421.52608508393416
7.512376762573502,700178.7900004768,109195.8336774952,34,598.8163085647935
20.889700219646304,2474217.601194834,1636680.78507073,1,469.6698485000554
9.562079840646142,939080.1874130305,422702.8479907723,10,477.53833983208244
7.742428232497138,857181.489536241,522666.420921011,21,475.3372577903965
14.024705995797962,1292485.4461559937,737861.7081321974,5,452.5222392440843
4.3821813993943035,322544.9311493365,53545.424793289334,2,485.6999579843928
20.252727538096952,2151313.72529709,978955.7176111896,22,561.042511182464
2.7892154483144997,202916.1780530934,140860.05262031176,2,375.2809426733089
24.685286478412415,2463114.8814943563,851481.5467217371,10,559.3859973714656
19.53387446311978,1620460.033393593,1253057.3694352116,34,512.1638781000131
5.769176356820138,780891.8213205911,282504.8585176832,16,506.8812568365488
1.1325308109664576,206735.2765390828,23615.062465875315,39,602.4237091947018
20.57107428291602,2133739.464730786,664761.7166532315,22,589.0400297768037
17.96457625234281,2160986.9498041123,1645293.1842456965,12,470.16709296967855
18.496172032983694,1662813.1145963343,425308.81703375065,24,587.3571886894767
19.5104883204627,2186102.0530955973,1518200.9356591168,38,562.5483765450938
2.7770716416181687,306030.48249951185,215751.657054506,10,401.24111023087806
9.603177485062542,1068349.2240162725,299297.2012248049,35,591.7041250675371
3.780857428603113,514244.550600629,34251.837558646526,32,603.248556735924
21.714482221014244,2424033.523244105,1405082.1290661057,7,502.0320754643533
15.95915504386139,1707032.2898839805,425409.2424902943,21,581.4393237531215
8.94155259646358,712196.3138624269,446076.24968807335,20,463.2200742732855
2.5254004068645672,268172.5211158431,94966.29331372105,26,517.9021251229644
8.463575721175893,838779.226850307,325625.33036664897,4,467.90849029919286
8.804399728641929,936771.2884653528,582978.5578153161,22,479.0053464588482
18.51054828011354,1567244.4688322416,479405.4525524861,15,546.5116457834292
16.301379312525114,2261842.7752691125,801827.5076342523,21,582.5733357590982
22.293105821831837,2766387.579303653,832550.9122053612,15,595.4650281690066
12.333158203886782,1388706.1279315646,408102.4196824778,22,562.7737626728978
3.870261902519241,447208.2130489772,188166.1030522625,28,517.7368762177256
18.117874893351882,1782115.855816446,1153099.4513768277,14,483.8767231124737
19.25884116680554,1704891.4203007785,493420.55290678266,27,591.3127269044206
14.470652741667909,1519883.1793327534,637444.7451448796,28,560.9145718872722
19.503212318909462,2077726.2696330808,1114870.2270662629,26,553.7926787145071
12.851094312745378,1049739.6972340879,226273.0262285753,2,504.8792764807787
13.545587905167856,1472458.0310511577,326912.5463026972,25,589.4946724576635
11.260984440605192,1105872.8980643393,825789.0238981802,3,403.88881559882077
1.6100590418582845,130930.66205553747,75786.28856504822,8,413.4716947492473
3.589394247839307,378615.5096546441,174825.46206732653,33,521.7947521904564
1.754300456481622,234546.22000688847,121536.23230960852,35,510.7466400929776
16.27384987033073,2100184.1700975318,49227.38127877804,6,597.3194559073543
8.54454354583184,1003786.7407053959,496354.8489772122,39,558.2549951383444
13.205696587952866,1102030.192790241,449195.32943008456,23,531.5597879957373
22.78159537422623,2494249.768663167,1088988.8100302839,25,587.450041981817
6.983013499572999,574228.6803168035,165113.17580438033,19,522.4613349197414
10.849190152855114,1271113.8320917508,82850.07866987912,5,552.8087296495993
19.133227325033168,1800110.7065784382,278425.61954138003,11,574.0701508852092
6.491155971798939,663998.4905942326,505034.4436109284,12,410.44078550974183
2.847517835891032,361380.227598717,118156.75266637292,10,479.06327914059926
7.954034869930433,657831.3283756949,245599.04026462307,8,475.6439482020895
4.869310894096106,432886.0474229536,18253.866072119767,24,580.8818755203679
23.312743656221755,2183194.8432264538,65611.51889590375,28,665.3171970020212
20.394889109546007,2429153.233758152,1393714.905027986,36,590.4170978228449
16.201690156250162,1324929.4003001594,570349.9525109597,37,577.9020297526286
21.915054164505225,1302502.7664270254,530072.7613917361,21,533.7071531824784
20.288129845578748,1907515.442052102,371011.03689832526,8,561.4006928144571
5.47768141326486,611102.046195665,364094.95680381125,9,432.28396478703905
22.421415963759465,2675815.1157202073,360135.98511644884,15,625.1147519714496
13.944213805975618,1333545.0647037763,202629.23201994412,18,576.9522436023879
20.3785637239375,1952092.1224311972,719482.0803177124,20,564.3697374815238
22.506191198163837,2652167.778049306,607409.7806381504,6,578.2819331840617
8.632083399324733,645111.8456279826,127713.0404383343,12,522.2103968278159
3.641246188664242,346904.1219886441,179068.4788462355,2,416.6381417510127
6.4704439010066,679526.2965582331,353881.9353539258,7,444.0255726273622
11.250586927030152,1232868.3067990143,813216.7710168989,16,465.3920011039719
20.632354382139834,1911457.7528094666,638745.8230043417,3,518.6249393967025
21.657533998152243,2182942.0105444747,127632.41243636029,3,584.6240658575949
1.1668511327485769,127132.49941016946,27833.51321568834,27,542.2986783889735
13.257935261861578,1270888.3036319779,996381.9845378187,38,508.0346580337884
11.017864075570696,1242736.8678372523,592794.0113646328,33,553.3081026762577
6.330587451297526,595781.2708286961,338278.4498696047,28,494.2733172649846
3.8767688160083873,393106.9044642649,2313.930902097736,1,517.5470234385043
9.102764113687071,987293.0358242131,409296.72840639215,8,480.5788042837652
23.62983289390046,2315567.583776924,69520.11427464722,37,697.6181181459884
8.756870368498126,962077.9740269474,438115.0793630959,32,543.4062850264462
13.450974921840785,1224852.118302837,902246.5005186,37,512.6707487903415
17.87245501348427,1739855.7393237369,1347927.66581763,4,426.64716869288424
9.727110457103056,1121745.646974876,485090.08846251917,30,548.3813978167672
24.322769985303054,2501547.256883513,916976.7789356202,6,544.7491214349859
24.09873507861067,2235853.58265293,1690335.884675006,19,495.23140822635816
7.04277509980874,791964.0956174916,426779.84111705056,32,519.9009907052284
12.93396414141725,1450037.4752497207,75285.1099579209,9,574.6176142838433
8.221079435602473,593316.9922176582,221058.31915240883,12,485.21658726190674
7.836171865059223,941857.7401658307,181021.30414151005,11,532.2351066523446
1.885286736508787,211019.62466702392,79310.34526323732,16,481.2720935548919
15.629544015517524,1664707.6061478192,606573.6016459662,1,496.71381272489486
13.064296557492675,1583047.488694973,737250.2945221661,21,533.1787310974402
2.2354900299997444,237553.55988140052,67801.68003447799,30,542.4188639393758
7.6875151416786744,712943.9374435255,93692.4968325816,13,541.2344855847925
22.798381263199687,2249161.478596368,906357.0786400579,34,611.3713496094617
6.749485376007338,603599.54366238,400888.06571063487,4,403.3115202511733
4.477476930189354,620269.7704237008,329493.3698096174,28,502.56883432613165
12.746866246661511,1186869.2354079175,321278.7282538158,38,607.3359108682821
24.655610898654416,2322100.9114000103,1737903.0910272282,31,536.2003528145832
6.80932651627601,755808.9264155529,551563.7000751867,27,465.279145656753
17.131253137741083,1414210.3961647341,236850.14626355146,5,538.0726719451336
19.278870767889224,1863462.917179491,58762.56652525,25,643.2317030679216
6.703301055817592,708249.8773014247,420025.44138552406,3,418.72060175593504
18.47719236668463,1821464.3508230415,1205970.0699382585,33,539.4409322170571
9.826795185262078,976914.1154951364,756416.4450923619,4,396.2182340675886
16.17533993424591,1539102.0905701178,1095639.2435253556,25,494.19026056867494
16.204713058261472,1292347.9538931842,620879.9031466224,20,515.608355242701
13.858592417794203,1520711.6803836212,644845.4267639432,34,578.0200929413639
3.1669544813057993,452062.3454652546,10068.712747186519,26,591.6279256165964
21.04725989414171,2120535.547997797,418435.0109417444,5,560.3563904247474
8.69872155932166,969264.8034308082,356390.72159385175,35,570.232231859964
5.476444249596502,660549.2881920157,332126.2430608852,28,509.8613475143098
1.978603397314334,218187.81523970357,97268.44804005077,29,506.5672192786425
15.181430636517803,1923842.1865025216,1142971.5569317502,9,485.1319291110304
17.261544684214776,1854542.0818268114,415071.63714684034,38,643.4189743311459
1.3981078942685476,186033.4696208509,84080.07501834951,6,435.0489215604383
13.290233399182743,1220890.6459210357,86089.63237305067,19,591.7328668943147
6.435898604750511,841102.7933361501,278348.1819141572,11,500.45762796013287
16.484146969826796,1844081.3533047505,1106686.0832249117,2,459.73752085945387
5.184794296119795,579490.4158517731,321455.3191244569,9,439.2354800854239
17.58250571445918,1861971.6160357294,1475638.9265972325,21,478.97602669388056
10.281648311212898,1037835.5734265912,230724.23687173112,24,569.0508427790227
23.48151972968163,2839006.5903365877,1131490.1628720744,34,635.8499757456268
4.300502659503838,483104.5358539209,127358.11007682978,22,532.5993152303174
9.185592425206204,653528.733983779,230357.43625632246,3,464.64465110988317
3.7233645097741377,333941.0646426138,228936.67097136774,12,412.24562180660246
23.192646838685505,2310610.8604124067,1264752.735938597,28,566.9509823863384
22.056144481143544,2368175.1835399605,1671820.2642262247,30,543.5364167259854
7.190599065163735,764956.3294856341,124541.6883512905,26,576.0364758463236
16.8396171048203,2033866.7309133152,1421040.0973207713,21,504.6168903819025
20.61333280482918,1514052.5995896568,72386.5812617382,28,635.0001401150448
14.324819478387095,1515335.0168843674,1077220.4844997353,26,496.4375158054303
13.711613880544157,1063249.9503340244,279910.1437342789,33,588.8781932996445
6.80445498161084,799986.9198650579,201332.7935060456,21,544.6654554483516
3.234466427341581,388863.7896246706,159306.163646837,35,538.6203793132006
22.53317819087984,2463145.0131423273,1853645.0758419186,34,550.015370489976
22.610033371919933,2004016.9986664795,76603.73363281482,18,626.5156615976343
16.19443497455843,1952246.6720252323,550113.399092852,11,554.73291086969
9.136714985168815,1102440.6187447784,755455.8025628016,23,476.0461065604574
9.381029790703861,1064216.6764316368,337190.2237297929,22,545.1999506675908
18.422936292885744,1840502.3094716475,293238.9839796882,17,592.7549887633352
22.53064623886185,2459033.014346356,835666.3329569394,5,545.3942515608284
22.290074182362815,2014657.101545297,621404.8681189963,11,551.8978838231448
19.717013100582975,2284736.3421161366,1673187.7309223076,30,534.9228614499729
16.408759507702907,2076864.9803829698,1265947.8578646383,15,506.16509909642326
3.019359159881172,404424.28300219716,163424.79717202092,27,516.3584824010469
4.87908913827073,504511.98154168064,398915.834491339,35,467.04118858621587
22.565300524649903,2444862.408151195,910031.6364591174,33,622.3500913219001
15.554297431830157,1293721.1202868454,60274.80938550579,20,602.4307918802298
1.2207292387991115,164553.9277127732,34526.61583428772,16,512.6182656181134
3.4353170287847705,434751.18654000526,151665.72695233286,34,549.6187706265102
16.92404245859334,1221731.4790591253,153354.30005303788,2,529.7648392989857
1.1214780123092485,162604.07569086732,123262.36121825677,35,459.8937428157878
4.859393234019968,521301.0748151287,319807.32372256153,28,482.15621934176147
14.169610944798066,1431015.110990769,307138.4303180415,39,631.3146523711871
17.60548474462464,1453147.0584300968,686820.69599098,6,481.59715697433734
16.64707022806241,1779837.3661774655,1027249.7340966825,9,482.7616295095671
6.382463427053435,702321.6593843228,528864.4634346563,20,437.4882377502853
18.09230131234086,1758508.4961624518,1240290.6016336877,1,432.27868397843235
6.693978099923202,609509.0337397974,251211.4527550063,8,465.94960516747767
8.809592755822425,1065539.5161401234,660338.3821367447,23,487.67716147872216
18.91579372283258,2367279.4644605774,1064602.9854322309,3,513.7480179660095
16.59118957713315,1546776.0539528495,683927.3136392242,4,485.43841975082756
21.38136185186027,1991801.7496446522,182834.58670053154,25,636.3133566516753
16.78270941520824,1877927.8741878096,189501.9391786411,38,668.935089684928
14.639406480051319,1415320.58367638,599567.8600718785,15,516.887444943462
3.2481944278742194,360027.6046305882,77438.06241285671,21,534.3832569885825
